SrcIP,DstIP,SrcPort,DstPort,TransportLayer,UpTimeMean,UpTimeStd,UpTimeMin,UpTimeMax,DownTimeMean,DownTimeStd,DownTimeMin,DownTimeMax,TimeMean,TimeStd,TimeMin,TimeMax,UpPacketLenMean,UpPacketLenStd,UpPacketLenMin,UpPacketLenMax,DownPacketLenMean,DownPacketLenStd,DownPacketLenMin,DownPacketLenMax,PacketLenMean,PacketLenStd,PacketLenMin,PacketLenMax,Duration,UpPacketNum,UpPacketNumMinute,DownPacketNum,DownPacketNumMinute,PacketNum,PacketNumMinute,DownUpPacketPercent,UpHeadLenPercent,DownHeadLenPercent,ExtensionNum,ServerName
192.168.11.206,95.216.195.133,35814,80,0,0.0981,0.0979,0.0001,0.1985,0.0970,0.0969,0.0000,0.1946,0.0652,0.0920,0.0000,0.1984,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5866,5,511.4539,5,511.4539,10,1022.9077,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46170,39710,0,1.0665,1.7730,0.0000,6.5365,1.1379,1.8063,0.0000,6.5361,0.5420,1.3500,0.0000,6.4765,210.3750,55148.7344,0.0000,803.0000,331.5333,232356.3822,0.0000,1514.0000,269.0000,144560.3871,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,33.0602,32,58.0759,30,54.4462,62,112.5221,0.9375,0.3149,0.1999,0,
192.168.11.206,212.50.246.217,46080,39710,0,1.0438,2.1217,0.0000,10.0605,1.0209,2.1030,0.0000,10.0622,0.5110,1.5561,0.0000,10.0023,225.1875,61465.0690,0.0000,994.0000,387.7755,291114.6639,0.0000,2114.0000,307.3196,184081.6401,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,49.0600,48,58.7036,49,59.9266,97,118.6302,1.0208,0.2938,0.1706,0,
192.168.11.206,95.216.195.133,35816,80,0,0.1002,0.1001,0.0000,0.2009,0.1003,0.1001,0.0000,0.2005,0.0668,0.0943,0.0000,0.2005,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6008,5,499.3505,5,499.3505,10,998.7010,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46174,39710,0,0.7755,1.3816,0.0000,5.5223,0.7392,1.3635,0.0000,5.5234,0.3709,1.0126,0.0000,5.4624,206.5652,47335.8110,0.0000,701.0000,394.0000,252209.7500,0.0000,1514.0000,302.2766,160731.2639,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0605,23,80.8887,24,84.4056,47,165.2942,1.0435,0.3237,0.1684,0,
192.168.11.206,212.50.246.217,46152,39710,0,0.6319,1.7970,0.0000,9.5727,0.6800,1.8611,0.0000,9.5731,0.3219,1.3085,0.0000,9.5127,205.6071,50316.1671,0.0000,780.0000,375.9615,307970.5754,0.0000,2114.0000,287.6296,181617.1962,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0600,28,98.4760,26,91.4420,54,189.9180,0.9286,0.3224,0.1764,0,
192.168.11.206,212.50.246.217,46076,39710,0,0.6093,1.6046,0.0000,8.5751,0.6538,1.6556,0.0000,8.5750,0.3102,1.1716,0.0000,8.5164,199.6207,48182.9941,0.0000,751.0000,355.6667,250572.6667,0.0000,1514.0000,274.8571,151843.5510,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0591,29,101.9984,27,94.9640,56,196.9624,0.9310,0.3320,0.1864,0,
192.168.11.206,95.216.195.133,35818,80,0,0.0923,0.1129,0.0000,0.2337,0.1211,0.1212,0.0000,0.2506,0.0712,0.1088,0.0000,0.2506,82.0000,1045.3333,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,94.0000,3714.9091,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7121,6,505.5729,5,421.3108,11,926.8837,0.8333,0.8211,0.6236,0,
192.168.11.206,212.50.246.217,46176,39710,0,0.8979,1.4595,0.0000,5.5243,1.0000,1.5072,0.0000,5.5244,0.4611,1.1159,0.0000,5.4645,203.2000,51460.4600,0.0000,790.0000,286.6667,201291.7778,0.0000,1514.0000,242.7368,124170.0360,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0602,20,70.3391,18,63.3052,38,133.6443,0.9000,0.3268,0.2318,0,
192.168.11.206,212.50.246.217,46154,39710,0,0.7417,2.1363,0.0000,10.5454,0.7082,2.0978,0.0000,10.5462,0.3554,1.5130,0.0000,10.4873,229.3750,73305.9844,0.0000,1002.0000,381.1200,311520.5856,0.0000,2114.0000,306.7959,200598.2849,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0587,24,84.4143,25,87.9315,49,172.3458,1.0417,0.2892,0.1740,0,
192.168.11.206,95.216.195.133,35820,80,0,0.1270,0.1269,0.0001,0.2562,0.1268,0.1205,0.0000,0.2510,0.0843,0.1162,0.0000,0.2515,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7588,5,395.3645,5,395.3645,10,790.7291,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46078,39710,0,0.6093,1.5450,0.0000,8.1533,0.6539,1.5925,0.0000,8.1539,0.3102,1.1293,0.0000,8.0945,205.2069,52501.6124,0.0000,804.0000,356.8889,249540.6914,0.0000,1514.0000,278.3393,153247.1170,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0594,29,101.9967,27,94.9624,56,196.9591,0.9310,0.3230,0.1858,0,
192.168.11.206,212.50.246.217,46156,39710,0,0.7754,2.1807,0.0000,10.4020,0.7391,2.1396,0.0000,10.4024,0.3709,1.5450,0.0000,10.3431,233.6957,93266.7335,0.0000,1124.0000,399.1667,324502.5556,0.0000,2114.0000,318.1915,218186.6655,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0592,23,80.8948,24,84.4120,47,165.3068,1.0435,0.2839,0.1662,0,
202.43.148.184,192.168.11.211,1194,51345,0,6.7002,9.4757,0.2347,30.1452,0.0000,0.0000,0.0000,0.0000,6.7002,9.4757,0.2347,30.1452,201.0000,0.0000,0.0000,201.0000,0.0000,0.0000,0.0000,0.0000,201.0000,0.0000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,201.0000,60.3019,10,9.9499,1,0.9950,10,9.9499,0.1000,0.2687,0.0000,0,
192.168.11.206,95.216.195.133,35822,80,0,0.1196,0.1196,0.0001,0.2440,0.1191,0.1190,0.0000,0.2420,0.0800,0.1131,0.0000,0.2439,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7202,5,416.5266,5,416.5266,10,833.0531,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46082,39710,0,0.7754,1.3832,0.0000,5.6196,0.7390,1.3648,0.0000,5.6197,0.3709,1.0140,0.0000,5.5609,212.3478,48650.6616,0.0000,700.0000,393.4583,249927.6649,0.0000,1514.0000,304.8298,159626.9498,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0597,23,80.8926,24,84.4097,47,165.3023,1.0435,0.3149,0.1686,0,
192.168.11.206,212.50.246.217,46158,39710,0,0.7417,2.1339,0.0000,10.5326,0.7084,2.0952,0.0000,10.5328,0.3554,1.5111,0.0000,10.4731,230.5000,75690.5000,0.0000,1129.0000,377.9600,313407.3184,0.0000,2114.0000,305.7347,202408.4398,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0585,24,84.4152,25,87.9325,49,172.3477,1.0417,0.2878,0.1755,0,
192.168.11.206,95.216.195.133,35826,80,0,0.0976,0.0975,0.0001,0.1974,0.1005,0.1004,0.0000,0.2045,0.0661,0.0934,0.0000,0.2044,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5948,5,504.4062,5,504.4062,10,1008.8125,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46178,39710,0,0.8124,1.3558,0.0000,5.5252,0.7728,1.3364,0.0000,5.5246,0.3877,1.0014,0.0000,5.4645,211.7273,47513.2893,0.0000,670.0000,407.7826,331559.1267,0.0000,2114.0000,311.9333,202296.9511,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0606,22,77.3711,23,80.8879,45,158.2590,1.0455,0.3134,0.1627,0,
192.168.11.206,95.216.195.133,35908,80,0,0.0969,0.0968,0.0001,0.1939,0.0985,0.0984,0.0000,0.2002,0.0653,0.0923,0.0000,0.2001,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5877,5,510.4420,5,510.4420,10,1020.8840,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46084,39710,0,0.8979,1.3669,0.0000,5.5575,1.0000,1.4043,0.0000,5.5572,0.4611,1.0540,0.0000,5.4978,200.0000,51312.8000,0.0000,769.0000,288.4444,201268.5802,0.0000,1514.0000,241.8947,124294.6731,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0597,20,70.3412,18,63.3070,38,133.6482,0.9000,0.3320,0.2304,0,
192.168.11.206,95.216.195.133,35828,80,0,0.0966,0.1182,0.0001,0.2433,0.1180,0.1180,0.0000,0.2395,0.0715,0.1093,0.0000,0.2433,82.0000,1045.3333,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,94.0000,3714.9091,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7154,6,503.2004,5,419.3336,11,922.5340,0.8333,0.8211,0.6236,0,
192.168.11.206,212.50.246.217,46180,39710,0,0.8978,1.5737,0.0000,6.5722,1.0000,1.6308,0.0000,6.5721,0.4611,1.1933,0.0000,6.5135,206.6000,52463.4400,0.0000,776.0000,287.1111,202295.8765,0.0000,1514.0000,244.7368,125052.7202,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0590,20,70.3439,18,63.3095,38,133.6534,0.9000,0.3214,0.2314,0,
192.168.11.206,212.50.246.217,46160,39710,0,0.7108,1.7103,0.0001,8.5789,0.6800,1.6800,0.0000,8.5781,0.3412,1.2229,0.0000,8.5200,230.1200,55257.1456,0.0000,707.0000,370.1923,304191.9246,0.0000,2114.0000,301.5294,187068.2491,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0586,25,87.9322,26,91.4495,51,179.3817,1.0400,0.2882,0.1791,0,
192.168.11.206,95.216.195.133,35874,80,0,0.1128,0.1127,0.0001,0.2261,0.1134,0.1132,0.0001,0.2285,0.0755,0.1067,0.0000,0.2284,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6797,5,441.3901,5,441.3901,10,882.7802,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35870,80,0,0.1225,0.1225,0.0000,0.2490,0.1175,0.1173,0.0000,0.2403,0.0799,0.1129,0.0000,0.2490,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7191,5,417.2141,5,417.2141,10,834.4282,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46162,39710,0,0.7108,1.7069,0.0000,8.6116,0.6539,1.6509,0.0000,8.6118,0.3345,1.2100,0.0000,8.5529,223.9200,52894.4736,0.0000,708.0000,360.3333,296678.3704,0.0000,2114.0000,294.7500,184119.8413,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0591,25,87.9297,27,94.9641,52,182.8937,1.0800,0.2962,0.1840,0,
192.168.11.206,212.50.246.217,46184,39710,0,0.8124,1.4424,0.0000,6.2500,0.7727,1.4217,0.0000,6.2498,0.3877,1.0577,0.0000,6.1904,220.2273,51225.2665,0.0000,695.0000,409.4783,332846.8582,0.0000,2114.0000,316.9556,204114.7536,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0598,22,77.3748,23,80.8918,45,158.2666,1.0455,0.3013,0.1620,0,
192.168.11.206,95.216.195.133,35876,80,0,0.1010,0.1240,0.0000,0.2697,0.1190,0.1190,0.0000,0.2406,0.0746,0.1141,0.0000,0.2697,84.0000,1001.3333,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,95.0909,3665.7190,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7456,6,482.8121,5,402.3434,11,885.1555,0.8333,0.8254,0.6236,0,
192.168.11.206,95.216.195.133,35830,80,0,0.1043,0.1043,0.0000,0.2099,0.1071,0.1072,0.0000,0.2185,0.0706,0.0999,0.0000,0.2184,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6358,5,471.8757,5,471.8757,10,943.7514,1.0000,0.7934,0.6236,0,
203.205.235.249,192.168.11.211,80,51313,0,1.5104,2.4538,0.2784,8.9720,0.0000,0.0000,0.0000,0.0000,1.5104,2.4538,0.2784,8.9720,95.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,95.0000,0.0000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,95.0000,19.6346,14,42.7816,1,3.0558,14,42.7816,0.0714,0.5684,0.0000,0,
192.168.11.206,95.216.195.133,35878,80,0,0.1361,0.1111,0.0000,0.2325,0.0896,0.1096,0.0000,0.2239,0.0619,0.1009,0.0000,0.2324,80.0000,1129.3333,0.0000,154.0000,101.3333,5698.2222,0.0000,270.0000,90.6667,3527.5556,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6804,6,529.1285,6,529.1285,12,1058.2570,1.0000,0.8167,0.6645,0,
192.168.11.206,95.216.195.133,35832,80,0,0.1152,0.1152,0.0001,0.2367,0.1107,0.1106,0.0000,0.2236,0.0755,0.1067,0.0000,0.2366,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6796,5,441.4523,5,441.4523,10,882.9047,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46186,39710,0,0.8979,1.5748,0.0000,6.5792,1.0000,1.6322,0.0000,6.5793,0.4611,1.1936,0.0000,6.5194,208.7000,56769.9100,0.0000,807.0000,288.3889,201165.1265,0.0000,1514.0000,246.4474,126750.8262,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0604,20,70.3385,18,63.3046,38,133.6431,0.9000,0.3182,0.2304,0,
192.168.11.206,20.205.243.168,58302,443,0,10.0255,33.1590,0.0000,120.0013,12.0307,35.9902,0.0000,120.0012,5.2340,24.4685,0.0000,120.0012,127.7692,20588.0237,0.0000,583.0000,997.2727,800523.6529,0.0000,2774.0000,526.2917,565755.0399,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2774.0000,120.3820,13,6.4794,11,5.4825,24,11.9619,0.8462,0.5214,0.0669,0,api.github.com
192.168.11.206,95.216.195.133,35834,80,0,0.1052,0.1053,0.0000,0.2161,0.1069,0.1068,0.0000,0.2160,0.0702,0.0993,0.0000,0.2160,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6322,5,474.5110,5,474.5110,10,949.0220,1.0000,0.7934,0.6236,0,
192.168.11.206,20.205.243.168,58300,443,0,9.2547,31.9711,0.0000,120.0057,10.9377,34.4903,0.0000,120.0057,4.8156,23.5131,0.0000,120.0057,123.3571,19370.5153,0.0000,583.0000,919.5000,495011.2500,0.0000,1866.0000,490.8077,396420.2322,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1866.0000,120.3901,14,6.9773,12,5.9806,26,12.9579,0.8571,0.5397,0.0725,0,api.github.com
192.168.11.206,212.50.246.217,46100,39710,0,0.8978,1.4647,0.0000,5.5405,1.0000,1.5131,0.0000,5.5405,0.4610,1.1199,0.0000,5.4821,198.6000,53567.1400,0.0000,778.0000,288.6111,201617.7932,0.0000,1514.0000,241.2368,125716.2860,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0588,20,70.3449,18,63.3104,38,133.6552,0.9000,0.3343,0.2302,0,
192.168.11.206,95.216.195.133,35836,80,0,0.1144,0.1146,0.0000,0.2382,0.1086,0.1086,0.0000,0.2195,0.0747,0.1058,0.0000,0.2382,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6727,5,445.9498,5,445.9498,10,891.8996,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35880,80,0,0.0987,0.0986,0.0000,0.1976,0.0989,0.0989,0.0000,0.1979,0.0658,0.0931,0.0000,0.1978,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5925,5,506.3387,5,506.3387,10,1012.6773,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35898,80,0,0.1086,0.1085,0.0000,0.2184,0.1082,0.1081,0.0000,0.2185,0.0720,0.1018,0.0000,0.2184,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6483,5,462.7720,5,462.7720,10,925.5440,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35882,80,0,0.0994,0.1217,0.0000,0.2536,0.0994,0.1217,0.0000,0.2539,0.0682,0.1114,0.0000,0.2538,84.0000,1001.3333,0.0000,154.0000,99.3333,5847.5556,0.0000,270.0000,91.6667,3483.2222,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7506,6,479.6041,6,479.6041,12,959.2083,1.0000,0.8254,0.6577,0,
192.168.11.206,95.216.195.133,35838,80,0,0.1309,0.1309,0.0001,0.2641,0.1245,0.1162,0.0000,0.2470,0.0842,0.1152,0.0000,0.2594,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7574,5,396.0705,5,396.0705,10,792.1411,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46018,39710,0,0.8979,1.5713,0.0000,6.5649,1.0001,1.6281,0.0000,6.5645,0.4611,1.1917,0.0000,6.5061,204.3000,54801.1100,0.0000,806.0000,291.3333,201081.1111,0.0000,1514.0000,245.5263,125980.0914,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0601,20,70.3398,18,63.3058,38,133.6455,0.9000,0.3250,0.2281,0,
192.168.11.206,95.216.195.133,35884,80,0,0.1029,0.1029,0.0000,0.2097,0.1030,0.1030,0.0000,0.2097,0.0682,0.0964,0.0000,0.2097,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6138,5,488.7867,5,488.7867,10,977.5734,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35840,80,0,0.1229,0.1228,0.0000,0.2499,0.1199,0.1199,0.0000,0.2414,0.0811,0.1146,0.0000,0.2499,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7295,5,411.2351,5,411.2351,10,822.4702,1.0000,0.7934,0.6236,0,
