SrcIP,DstIP,SrcPort,DstPort,TransportLayer,UpTimeMean,UpTimeStd,UpTimeMin,UpTimeMax,DownTimeMean,DownTimeStd,DownTimeMin,DownTimeMax,TimeMean,TimeStd,TimeMin,TimeMax,UpPacketLenMean,UpPacketLenStd,UpPacketLenMin,UpPacketLenMax,DownPacketLenMean,DownPacketLenStd,DownPacketLenMin,DownPacketLenMax,PacketLenMean,PacketLenStd,PacketLenMin,PacketLenMax,Duration,UpPacketNum,UpPacketNumMinute,DownPacketNum,DownPacketNumMinute,PacketNum,PacketNumMinute,DownUpPacketPercent,UpHeadLenPercent,DownHeadLenPercent,ExtensionNum,ServerName
192.168.11.206,95.216.195.133,35886,80,0,0.1017,0.1017,0.0000,0.2072,0.0999,0.0996,0.0000,0.2001,0.0674,0.0952,0.0000,0.2072,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6069,5,494.3090,5,494.3090,10,988.6180,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46020,39710,0,0.8123,1.5093,0.0000,6.6157,0.7728,1.4871,0.0000,6.6163,0.3877,1.1017,0.0000,6.5575,216.3636,49057.6860,0.0000,689.0000,407.6957,331615.3422,0.0000,2114.0000,314.1556,202623.5091,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0590,22,77.3786,23,80.8958,45,158.2744,1.0455,0.3067,0.1627,0,
192.168.11.206,95.216.195.133,35888,80,0,0.1083,0.1082,0.0000,0.2165,0.1080,0.1078,0.0001,0.2163,0.0720,0.1018,0.0000,0.2164,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6484,5,462.7121,5,462.7121,10,925.4242,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35842,80,0,0.0831,0.1017,0.0000,0.2088,0.0837,0.1024,0.0000,0.2117,0.0570,0.0930,0.0000,0.2117,82.0000,1045.3333,0.0000,154.0000,101.3333,5698.2222,0.0000,270.0000,91.6667,3465.2222,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6271,6,574.0940,6,574.0940,12,1148.1881,1.0000,0.8211,0.6645,0,
192.168.11.206,212.50.246.217,46022,39710,0,1.0664,1.7514,0.0000,6.5559,1.1379,1.7828,0.0000,6.5560,0.5420,1.3359,0.0000,6.4968,205.3438,51884.9756,0.0000,754.0000,332.0000,231939.7333,0.0000,1514.0000,266.6290,143014.5237,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,33.0592,32,58.0777,30,54.4478,62,112.5255,0.9375,0.3226,0.1996,0,
192.168.11.206,95.216.195.133,35890,80,0,0.1124,0.1124,0.0000,0.2268,0.1164,0.1165,0.0000,0.2388,0.0765,0.1082,0.0000,0.2387,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6884,5,435.8015,5,435.8015,10,871.6030,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35844,80,0,0.0874,0.1070,0.0000,0.2196,0.1066,0.1066,0.0000,0.2173,0.0646,0.0987,0.0000,0.2196,82.0000,1045.3333,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,94.0000,3714.9091,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6461,6,557.1552,5,464.2960,11,1021.4512,0.8333,0.8211,0.6236,0,
192.168.11.206,212.50.246.217,46024,39710,0,0.8123,1.4941,0.0000,6.5231,0.7728,1.4721,0.0000,6.5230,0.3877,1.0917,0.0000,6.4645,222.4091,49582.9690,0.0000,710.0000,404.7391,334858.9754,0.0000,2114.0000,315.6000,203697.6622,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0592,22,77.3778,23,80.8950,45,158.2728,1.0455,0.2984,0.1639,0,
192.168.11.206,95.216.195.133,35892,80,0,0.1024,0.1024,0.0000,0.2058,0.1032,0.1032,0.0000,0.2090,0.0687,0.0972,0.0000,0.2089,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6186,5,484.9534,5,484.9534,10,969.9067,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35846,80,0,0.1115,0.1114,0.0000,0.2232,0.1136,0.1136,0.0000,0.2317,0.0753,0.1065,0.0000,0.2316,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6776,5,442.7112,5,442.7112,10,885.4225,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46026,39710,0,0.8979,1.5764,0.0000,6.5855,1.0000,1.6338,0.0000,6.5853,0.4611,1.1951,0.0000,6.5265,203.0500,53208.8475,0.0000,808.0000,293.5000,201284.3611,0.0000,1514.0000,245.8947,125389.5152,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0595,20,70.3419,18,63.3078,38,133.6497,0.9000,0.3270,0.2264,0,
192.168.11.206,95.216.195.133,35896,80,0,0.1059,0.1059,0.0000,0.2176,0.1082,0.1081,0.0001,0.2175,0.0710,0.1003,0.0000,0.2174,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6386,5,469.7973,5,469.7973,10,939.5946,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35848,80,0,0.1224,0.1223,0.0001,0.2493,0.0990,0.1213,0.0000,0.2493,0.0735,0.1123,0.0000,0.2493,85.2000,1192.9600,0.0000,154.0000,100.3333,5773.8889,0.0000,270.0000,93.4545,3748.4298,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7351,5,408.1125,6,489.7350,11,897.8475,1.2000,0.7934,0.6611,0,
192.168.11.206,212.50.246.217,46028,39710,0,0.8123,1.4487,0.0000,6.5348,0.7728,1.4246,0.0000,6.5348,0.3877,1.0620,0.0000,6.4760,213.7727,48378.1756,0.0000,704.0000,401.7391,332589.8450,0.0000,2114.0000,309.8444,202470.3980,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0591,22,77.3781,23,80.8953,45,158.2734,1.0455,0.3104,0.1652,0,
192.168.11.206,212.50.246.217,45998,39710,0,0.8980,1.9309,0.0000,8.5546,1.0001,2.0149,0.0000,8.5551,0.4612,1.4376,0.0000,8.4958,198.0500,51226.8475,0.0000,763.0000,291.7222,202531.4228,0.0000,1514.0000,242.4211,125084.9806,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0629,20,70.3280,18,63.2952,38,133.6232,0.9000,0.3353,0.2278,0,
192.168.11.222,192.168.11.180,57631,7680,0,2.3447,1.2452,1.0127,4.0082,0.0000,0.0000,0.0000,0.0000,2.3447,1.2452,1.0127,4.0082,66.0000,0.0000,0.0000,66.0000,0.0000,0.0000,0.0000,0.0000,66.0000,0.0000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,66.0000,7.0341,4,34.1196,1,8.5299,4,34.1196,0.2500,1.0000,0.0000,0,
192.168.11.206,212.50.246.217,46030,39710,0,0.8979,1.5750,0.0000,6.5761,1.0001,1.6322,0.0000,6.5757,0.4611,1.1939,0.0000,6.5161,199.3000,54336.9100,0.0000,800.0000,284.2778,201862.3117,0.0000,1514.0000,239.5526,126017.6683,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0610,20,70.3360,18,63.3024,38,133.6384,0.9000,0.3332,0.2337,0,
192.168.11.206,212.50.246.217,46000,39710,0,0.7108,1.7053,0.0000,8.6036,0.6800,1.6768,0.0000,8.6040,0.3412,1.2200,0.0000,8.5450,221.0000,51702.6400,0.0000,681.0000,365.8077,303078.1553,0.0000,2114.0000,294.8235,185095.1649,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0593,25,87.9288,26,91.4460,51,179.3748,1.0400,0.3001,0.1813,0,
192.168.11.206,212.50.246.217,46002,39710,0,0.7108,1.7084,0.0000,8.6216,0.6800,1.6798,0.0000,8.6217,0.3412,1.2221,0.0000,8.5629,222.4400,51297.2864,0.0000,684.0000,370.4231,303288.9364,0.0000,2114.0000,297.8824,185236.2607,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0595,25,87.9278,26,91.4449,51,179.3727,1.0400,0.2981,0.1790,0,
192.168.11.206,95.216.195.133,35852,80,0,0.1610,0.1316,0.0001,0.2825,0.1093,0.1339,0.0000,0.2825,0.0732,0.1195,0.0000,0.2824,80.0000,1129.3333,0.0000,154.0000,101.3333,5698.2222,0.0000,270.0000,90.6667,3527.5556,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.8050,6,447.1943,6,447.1943,12,894.3886,1.0000,0.8167,0.6645,0,
192.168.11.206,212.50.246.217,46032,39710,0,0.8123,1.4968,0.0000,6.5316,0.7727,1.4748,0.0000,6.5318,0.3877,1.0934,0.0000,6.4731,212.9545,49397.2252,0.0000,685.0000,414.5217,335464.4234,0.0000,2114.0000,315.9778,205761.6662,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0593,22,77.3773,23,80.8944,45,158.2717,1.0455,0.3116,0.1601,0,
192.168.11.206,212.50.246.217,46004,39710,0,0.9184,1.7055,0.0000,7.6053,0.8920,1.6871,0.0000,7.6055,0.4468,1.2565,0.0000,7.5457,219.5676,53302.0833,0.0000,685.0000,379.1316,293869.4827,0.0000,2114.0000,300.4133,181553.6025,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,33.0624,37,67.1458,38,68.9605,75,136.1063,1.0270,0.3016,0.1746,0,
192.168.11.206,95.216.195.133,35854,80,0,0.1044,0.1043,0.0000,0.2098,0.1033,0.1032,0.0000,0.2076,0.0692,0.0978,0.0000,0.2097,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6228,5,481.6851,5,481.6851,10,963.3702,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46006,39710,0,0.8123,1.4876,0.0000,6.6174,0.7084,1.4198,0.0000,6.6174,0.3709,1.0668,0.0000,6.5586,213.0455,49701.2252,0.0000,685.0000,384.7600,317618.5024,0.0000,2114.0000,304.3830,199551.8533,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0593,22,77.3771,25,87.9285,47,165.3056,1.1364,0.3115,0.1724,0,
192.168.11.206,95.216.195.133,35856,80,0,0.0994,0.0993,0.0001,0.1990,0.0998,0.0996,0.0000,0.2000,0.0664,0.0937,0.0000,0.1999,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5974,5,502.2042,5,502.2042,10,1004.4083,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,45994,39710,0,6.3165,6.4490,0.0000,16.4267,6.3613,6.5696,0.0000,61.6421,3.1688,5.5352,0.0000,16.4267,102.3025,9409.6524,0.0000,736.0000,123.7650,33434.8409,0.0000,1514.0000,112.9958,21494.9399,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,15235.3647,2413,9.5029,2396,9.4359,4809,18.9388,0.9930,0.6455,0.5333,0,
192.168.11.206,212.50.246.217,46008,39710,0,0.8978,1.5762,0.0000,6.5779,1.0000,1.6337,0.0000,6.5783,0.4611,1.1951,0.0000,6.5196,205.8000,55569.4600,0.0000,795.0000,292.9444,202097.4969,0.0000,1514.0000,247.0789,126870.7569,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0589,20,70.3443,18,63.3099,38,133.6542,0.9000,0.3226,0.2268,0,
192.168.11.206,212.50.246.217,45996,39710,0,4.1149,5.7432,0.0000,15.2864,4.1011,5.7351,0.0000,15.2864,2.0539,4.5347,0.0000,15.2864,152.4031,31861.2111,0.0000,1016.0000,234.4948,147673.6848,0.0000,1514.0000,193.5082,91535.8127,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,7110.4679,1729,14.5898,1734,14.6319,3463,29.2217,1.0029,0.4332,0.2815,0,
192.168.11.206,212.50.246.217,46010,39710,0,0.8125,1.5026,0.0000,6.6177,0.7728,1.4806,0.0000,6.6181,0.3878,1.0969,0.0000,6.5578,212.9545,49224.0434,0.0000,696.0000,403.7826,332011.9093,0.0000,2114.0000,310.4889,202859.4054,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0617,22,77.3661,23,80.8828,45,158.2489,1.0455,0.3116,0.1643,0,
192.168.11.206,212.50.246.217,46034,39710,0,0.8979,1.5744,0.0000,6.5740,1.0001,1.6315,0.0000,6.5742,0.4611,1.1937,0.0000,6.5155,199.3000,53005.7100,0.0000,780.0000,291.0000,201191.5556,0.0000,1514.0000,242.7368,125295.4044,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0602,20,70.3391,18,63.3051,38,133.6442,0.9000,0.3332,0.2283,0,
192.168.11.206,95.216.195.133,35858,80,0,0.1226,0.1226,0.0000,0.2495,0.1240,0.1239,0.0000,0.2492,0.0819,0.1157,0.0000,0.2491,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7370,5,407.0421,5,407.0421,10,814.0843,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46012,39710,0,0.8980,1.5750,0.0000,6.5661,1.0001,1.6323,0.0001,6.5662,0.4611,1.1938,0.0000,6.5065,206.9000,56016.9900,0.0000,788.0000,289.9444,203053.4969,0.0000,1514.0000,246.2368,127385.1807,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0613,20,70.3345,18,63.3011,38,133.6356,0.9000,0.3209,0.2292,0,
192.168.11.206,212.50.246.217,46036,39710,0,0.7755,1.4683,0.0000,6.4942,0.7728,1.4712,0.0000,6.4943,0.3791,1.0799,0.0000,6.4343,204.8261,46038.4915,0.0000,711.0000,404.4783,436944.8582,0.0000,2962.0000,304.6522,251456.9225,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2962.0000,17.0616,23,80.8835,23,80.8835,46,161.7670,1.0000,0.3265,0.1640,0,
192.168.11.206,212.50.246.217,46108,39710,0,0.6853,0.9997,0.0000,3.5351,0.8987,1.4492,0.0000,5.7428,0.3807,0.7822,0.0000,3.4770,230.8846,51189.0251,0.0000,798.0000,301.3500,182588.9275,0.0000,1514.0000,261.5217,109539.6408,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.1337,26,91.0485,20,70.0373,46,161.0858,0.7692,0.2912,0.2203,0,
192.168.11.206,212.50.246.217,46014,39710,0,0.8123,1.5118,0.0000,6.6222,0.7727,1.4895,0.0000,6.6222,0.3877,1.1033,0.0000,6.5639,208.0455,47438.4979,0.0000,687.0000,411.9130,333324.1664,0.0000,2114.0000,312.2444,203943.2069,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0588,22,77.3794,23,80.8967,45,158.2761,1.0455,0.3190,0.1611,0,
